"title";"description";"skillType";"uri"
"assembling processes and techniques for california footwear construction";"Technology, equipment, machines and tools for assembling california footwear construction type.";"knowledge";"http://data.europa.eu/esco/skill/5c12f164-3feb-41cf-8ede-2e02a7faf12a"
"participate in music studio recordings";"Take part in recording sessions in music studios.";"skill";"http://data.europa.eu/esco/skill/e3890b55-54a7-45a5-9aee-f764fcc54230"
"apply music therapy treatment methods";"Use various active and receptive intervention techniques in music therapy such as singing, playing instruments, improvising or rhythmic based experiences.";"skill";"http://data.europa.eu/esco/skill/5538b28d-7f3e-4645-a26d-c5de81edbace"
"food service operations";"The various aspects, such as procedures and techniques, of serving food to customers.";"knowledge";"http://data.europa.eu/esco/skill/bcd2698e-7862-4f08-a3d1-7b3d5c4de999"
"electronic equipment standards";"The national and international quality and safety standards and regulations with regards to the use and manufacture of electronic equipment and its components, such as semiconductors and printed circuit boards.";"knowledge";"http://data.europa.eu/esco/skill/19ec88aa-c0b1-4515-ba10-56b6cf27369e"
"install hydraulic systems";"Install systems and components that use liquid fluid power to create mechanical movements such as hydraulic pumps, valves, hydraulic motors, hydraulic cylinders and other elements that power hydraulic machinery.";"skill";"http://data.europa.eu/esco/skill/753b1781-ea44-4eea-b84a-f8a76fbd6c4d"
"thoracic surgery";"Thoracic surgery is a medical specialty mentioned in the EU Directive 2005/36/EC.";"knowledge";"http://data.europa.eu/esco/skill/a501695e-a054-409c-9456-75678b795245"
"operate hydraulic machinery controls";"use correctly the controls of specialized machinery by turning valves, handwheels, or rheostats to move and control flow of fuels, water, and dry or liquid binders to machines.";"skill";"http://data.europa.eu/esco/skill/bb75528c-a953-459e-bd48-f90a8a7a0cf3"
"ICT process quality models";"The quality models for ICT services which address the maturity of the processes, the adoption of recommended practices and their definition and institutionalisation that allow the organisation to reliably and sustainably produce required outcomes. It includes models in a lot of ICT areas.";"knowledge";"http://data.europa.eu/esco/skill/fafe0b9d-dbd9-46bd-b770-26299539ce66"
"ICT quality policy";"The quality policy of the organisation and its objectives, the acceptable level of quality and the techniques to measure it, its legal aspects and the duties of specific departments to ensure quality.";"knowledge";"http://data.europa.eu/esco/skill/3be6b84a-fa78-42b9-a8df-150cdb40b9d7"
"apply publicity code";"Apply legislation and rules to present products to a public in texts, pictures and other symbols.";"skill";"http://data.europa.eu/esco/skill/75b3de5a-631e-4f03-be48-3808397dc165"
"observe celestial objects";"Study the relative positions and movements of stars and planets, by using and interpreting data provided by specialised software and publications such as ephemeris.";"skill";"http://data.europa.eu/esco/skill/3c748b49-fe85-42f6-b62d-b877bc8edb29"
"manufacturer's recommended price";"The estimated price the manufacturer suggests the retailer to apply to a product or service and the pricing method through which it is calculated.";"knowledge";"http://data.europa.eu/esco/skill/8c2674cc-685e-4e86-94ee-c23dd84a0783"
"assemble circus rigging equipment";"Assemble and fit-up circus rigging equipment based on instruction or technical rider or description.";"skill";"http://data.europa.eu/esco/skill/0234bf2c-0483-4953-be59-edc2fcdd9e4b"
"business intelligence";"The tools used to transform large amounts of raw data into relevant and helpful business information.";"knowledge";"http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c"
"handle intermodal equipment";"Handle intermodal equipment e.g. cranes, sideloaders, forklifts and hostler trucks.";"skill";"http://data.europa.eu/esco/skill/eb0c58e4-0e59-44a5-9932-d072da400dfd"
"install spring suspension";"Nail down the springs to the wooden frame of a chair or other piece of furniture to be upholstered. In the case of mattresses, check the structure holding the springs for defects and fix the layers of protective fabrics to cover the spring suspension.";"skill";"http://data.europa.eu/esco/skill/92250612-bc35-4ba3-904f-a98d9fb3f2de"
"define technical requirements";"Specify technical properties of goods, materials, methods, processes, services, systems, software and functionalities by identifying and responding to the particular needs that are to be satisfied according to customer requirements.";"skill";"http://data.europa.eu/esco/skill/d9e5349e-8791-49c2-8ba4-839fdd1606c2"
"produce smoking pipe parts";"Choose the appropriate materials and tools, and build the different parts of a smoking pipe such as the stem, the shank and the lip.";"skill";"http://data.europa.eu/esco/skill/13b1cb64-7887-454e-95f2-eed8680c172b"
"business knowledge";"A firm's functions, the processes and tasks which are employed to accomplish those functions and the relationship of those functions, processes and tasks to each of the functions, processes and tasks performed throughout the firm.";"knowledge";"http://data.europa.eu/esco/skill/fcb2b5f4-3a64-42f2-987a-073bea986104"
"measure nutritional health status using appropriate tools";"Review patient`s clinical information obtained through physician referral, laboratory reports and health records, conducting consultations with patients to obtain relevant information and assess their nutritional status.";"skill";"http://data.europa.eu/esco/skill/5a181485-2c17-49d4-a68b-3eb0d955f42c"
"define rigging needs for circus acts";"Define the specific safety, technical and performance needs for circus acts rigging in a technical rider or description.";"skill";"http://data.europa.eu/esco/skill/179bfaf6-ca5e-44db-9088-6162a5c4c12a"
"security in industrial buildings";"Security procedures, characteristics, tasks and risks encountered in industrial areas such as factories, ports, warehouses and mines.";"knowledge";"http://data.europa.eu/esco/skill/5a7cc454-3a22-4144-8d7a-686d542f7327"
"road signage standards";"National and European regulations on the placement and properties of road signage, including size, height, reflectance and other important characteristics.";"knowledge";"http://data.europa.eu/esco/skill/26509eec-d102-44f4-9c45-2137bc510db4"
"operate industrial equipment";"Operate devices, machinery, and equipment used in industrial production. Industrial equipment usually includes mounting, adjusting, clamping, rotating, and indexing elements, as well as mechanical, hydraulic, pneumatic, and electromechanical drives that actuate these elements.";"skill";"http://data.europa.eu/esco/skill/7c632656-361e-4db1-8d69-b9f85d6be0d0"
"bodily fluid analysis";"Test performed on samples of bodily fluids such as blood, urine, spinal and gastric fluids, in order to determine the presence of any disease-related substances.";"knowledge";"http://data.europa.eu/esco/skill/79a847c3-8312-4930-964a-282734c2789d"
"injection moulding machine parts";"Parts of the machine that melts and injects molten plastic into moulds such as the hopper, the reciprocating screw, the injection barrel and the injection cylinder.";"knowledge";"http://data.europa.eu/esco/skill/3fa11d4e-8204-401c-8317-4e91fdfc920c"
"tend wire weaving machine";"Tend a machine designed for weaving cold metal wire into mesh, monitor and operate it, according to regulations.";"skill";"http://data.europa.eu/esco/skill/234250a1-7e93-49b2-b17c-c93d635bb231"
"evaluate older adults' ability to take care of themselves";"Assess the condition of an older patient and decide if he or she needs assistance in taking care of him- or herself to eat or to bathe and in meeting his/hers social and psychological needs.";"skill";"http://data.europa.eu/esco/skill/b4910ea9-578d-4767-bd68-00a315a64e09"
"control flow of matter used in oil processing";"Adjust rate of flow of hydrogen, steam, air and water into converter. Weigh and add specified amounts of catalytic agents and other chemicals to harden batch of oils or fats.";"skill";"http://data.europa.eu/esco/skill/843ddc56-1a76-4f8c-846b-869ba4a0a7ea"
"grade wheat for milling";"Grading wheat to be milled based on several factors, the most important of which is the protein content. The wheat is stored in silos with wheat of the same analytical parameters until needed for milling.";"skill";"http://data.europa.eu/esco/skill/b3d1a4e0-10b6-489c-8050-4392ca38a3a2"
"environmental management monitors";"The hardware and equipment suitable for measurement and live monitoring of environmental parameters.";"knowledge";"http://data.europa.eu/esco/skill/e3f2c37f-e484-4b4c-ad82-f565a2b98f89"
"transpose music";"Transposing music into an alternate key while keeping the original tone structure.";"skill";"http://data.europa.eu/esco/skill/332da224-6261-4caf-a38a-0f81001fddcc"
"glass breakage sensors";"Different types of sensors used to detect the breaking of glass, usually with a microphone set to detect frequencies associated with breaking glass, or vibration detectors. The advantages, disadvantages, usage cases and price points of each.";"knowledge";"http://data.europa.eu/esco/skill/918bcc1d-17fd-438a-97e0-abe585b92c65"
"prevent damage to utility infrastructure";"Consult utility companies or plans on the location of any utility infrastructure that may interfere with a project or be damaged by it. Take the necessary steps to avoid damage.";"skill";"http://data.europa.eu/esco/skill/63395522-32f0-46c4-851d-69c2d3800a8a"
